id,split,question,model_response,rating,explanation,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note
202,TEST,Who did Magnus Carlsen recently accuse of cheating in chess?,,,,2022,occasionally,FALSE,one-hop,slow-changing,https://www.cbsnews.com/news/magnus-carlsen-quit-against-hans-niemann-over-chess-cheating-scandal-i-believe-that-niemann-has-cheated-more/#:~:text=Norwegian%20world%20chess%20champion%20Magnus%20Carlsen%C2%A0has%20confirmed%20that%20he%20pulled%20out%20of%20a%20recent%20tournament%20and%20quit%20during%20a%20match%20against%20Hans%20Niemann%20because%20he%20believes%20the%2019%2Dyear%2Dold%20American%20has%20been%20cheating.,Hans Niemann,Hans Moke Niemann,grandmaster Hans Moke Niemann,,,,,,,,
203,TEST,Who is the English monarch?,,,,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Charles_III#:~:text=Charles%20III%20(Charles%20Philip%20Arthur%20George%3B%20born%2014%20November%201948)%20is%20King%20of%20the%20United%20Kingdom
https://en.wikipedia.org/wiki/List_of_British_monarchs#:~:text=Charles%20III%5B18%5D%0ACharles%20Philip%20Arthur%20George%0A8%20September%202022%5B17%5D%5Br%5D%0A%E2%80%94%0Apresent",King Charles III,Charles III,,,,,,,,,
204,TEST,What club does Lewandowski play for?,,,,2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Robert_Lewandowski#:~:text=plays%20as%20a%20striker%20for%20La%20Liga%20club%20Barcelona,Barcelona,FC Barcelona,La Liga club Barcelona,,,,,,,,
205,TEST,Who was the last person to buy Twitter?,,,,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Acquisition_of_Twitter_by_Elon_Musk#:~:text=Business%20magnate%20Elon%20Musk%20initiated%20an%20acquisition%20of%20American%20social%20media%20company%20Twitter%2C%20Inc.%20on%20April%2014%2C%202022%2C%20and%20concluded%20it%20on%20October%2027%2C%202022.
https://en.wikipedia.org/wiki/Twitter#Statistics:~:text=Owner,(2023%E2%80%93present)",Elon Musk,Elon Reeve Musk FRS,,,,,,,,,
206,TEST,How much does Costco Executive membership cost annually?,,,,2022,occasionally,FALSE,one-hop,slow-changing,https://customerservice.costco.com/app/answers/answer_view/a_id/857#:~:text=%24120.00%20Annual%20membership%20fee,$120 ,$120.00 Annual,120 USD,$120 per year,$120 a year,,,,,,
207,TEST,What company recently invented a way to speed up matrix multiplication via AI?,,,,2022,occasionally,FALSE,one-hop,slow-changing,https://www.deepmind.com/blog/discovering-novel-algorithms-with-alphatensor#:~:text=Discovering%20novel%20algorithms%20with%20AlphaTensor,Google Deepmind,Google,,,,,,,,,
208,TEST,Who is the LA county sheriff?,,,,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_Los_Angeles_County_sheriffs#:~:text=34-,Robert%20Luna,Incumbent,-*%20Appointed%20to%20fill",Robert Luna,Robert G. Luna,Sheriff Robert Luna,Sheriff Robert G. Luna,,,,,,,
209,TEST,Who won the biggest single-tournament payday in tennis history?,,,,2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/ATP_Finals#:~:text=By%20winning%20the%202022%20title%2C%20Djokovic%20earned%20a%20record%20%244%2C740%2C300%2C%20the%20highest%20payout%20for%20a%20tournament%20winner%20in%20tennis.,Novak Djokovic,,,,,,,,,,
210,TEST,How many Women's Rugby World Cup titles has New Zealand won?,,,,2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Rugby_World_Cup_(women)#:~:text=with%20New%20Zealand%20having%20won%20the%20tournament%20a%20record%20six%20times,six,,,,,,,,,,
211,TEST,How many total Nazca geoglyphs have been discovered so far?,,,,2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Nazca_Lines#:~:text=The%20number%20of%20known%20Nazca%20geoglyphs%20amounted%20to%20358%20in%202022.,358,,,,,,,,,,
212,TEST,What is the most expensive page of a comic book ever sold at auction?,,,,2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Comic_book_collecting#Related_collecting:~:text=A%20Mike%20Zeck%20original%20page%20of%20the%201984%20Marvel%20Superheroes%20Secret%20Wars%2C%20showing%20Spider%2DMan%20wearing%20his%20black%20suit%20for%20the%20first%20time%2C%20was%20sold%20by%20Heritage%20Auctions%20in%20January%202022%20for%20over%20%243%20million.%20As%20of%202022%2C%20it%20is%20the%20most%20expensive%20page%20of%20a%20comic%20book%20ever%20sold.,"Original artwork of Spider-Man in a black suit, by Mike Zeck",,,,,,,,,,
213,TEST,What is the name of the world's fastest supercomputer?,,,,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/TOP500#TOP_500:~:text=Operating%0Asystem-,1,Frontier,-HPE%20Cray%20EX235a",Frontier,,,,,,,,,,
214,TEST,Where was the world's oldest DNA found?,,,,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Ancient_DNA#:~:text=and%20excavation%20dirt.-,On%207%20December%202022%2C%20The%20New%20York%20Times%20reported%20that%20two%2Dmillion%20year%20old%20genetic%20material%20was%20found%20in%20Greenland%2C%20and%20is%20currently%20considered%20the%20oldest%20DNA%20discovered%20so%20far.,-%5B7%5D%5B8",Greenland,,,,,,,,,,
215,TEST,On what date did Kendrick Lamar release his most recent studio album?,,,,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Kendrick_Lamar_discography#Studio_albums:~:text=Platinum%5B39%5D-,Mr.%20Morale%20%26%20the%20Big%20Steppers,Released%3A%20May%2013%2C%202022,-Label%3A%20PGLang",13-May-22,13-May-22,13-May-22,13-May-22,13-May-22,05/13/2022,13/05/2022,13-05-2022,2022/5/13,2022/5/13,
216,TEST,What was the Weeknd's last studio album titled?,,,,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/The_Weeknd#Discography:~:text=Hours%20(2020)-,Dawn%20FM%20(2022),-Filmography",Dawn FM,,,,,,,,,,
217,TEST,Which team holds the record for largest deficit overcome to win an NFL game?,,,,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_largest_comebacks_in_NFL_games#Largest_deficits_overcome_to_win:~:text=Ref-,1,Minnesota%20Vikings,-Indianapolis%20Colts",Minnesota Vikings,,,,,,,,,,
218,TEST,What is the second highest-grossing Kannada movie of all time?,,,,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_highest-grossing_Kannada_films#:~:text=%5Ba%5D-,2,Kantara,-Rishab%20Shetty",Kantara,,,,,,,,,,
219,TEST,When will be the next common year starting on Saturday?,,,,2022,2033,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Common_year_starting_on_Saturday#:~:text=The%20most%20recent%20year%20of%20such%20kind%20was%202022%20and%20the%20next%20one%20will%20be%202033%20in%20the%20Gregorian%20calendar,2033,,,,,,,,,,
220,TEST,Who is the oldest Brazilian president at the time of inauguration?,,,,2022,10/04/2026,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Luiz_In%C3%A1cio_Lula_da_Silva#:~:text=At%20age%2077%2C%20he%20was%20sworn%20in%20on%201%20January%202023%2C%20as%20the%20oldest%20Brazilian%20president%20at%20the%20time%20of%20inauguration.,Luiz Inácio Lula da Silva,Luiz Inácio da Silva,Lula,,,,,,,,
221,TEST,How many FIFA World Cups has Argentina won?,,,,2022,2026,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Argentina_at_the_FIFA_World_Cup#:~:text=Argentina%20is%20one%20of%20the%20most%20successful%20teams%20in%20the%20tournament%27s%20history%2C%20having%20won%20three%20World%20Cups%3A%20in%201978%2C%201986%2C%20and%202022.,3,three,3 titles,three titles,,,,,,,
222,TEST,Which is the most recent team to advance to consecutive FIFA World Cup finals?,,,,2022,2026,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_FIFA_World_Cup_finals#:~:text=2%20pen.)-,France,-Lusail%20Stadium",France,,,,,,,,,,
223,TEST,Who is the most recent female recipient of the Fields Medal?,,,,2022,2026,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Fields_Medal#Female_recipients:~:text=Maryna%20Viazovska%20from%20Ukraine%20in%202022,Maryna Viazovska,,,,,,,,,,
224,TEST,What is the name of Indonesia's future capital city?,,,,2022,2024,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Capital_of_Indonesia#:~:text=17%20August%202024-,Nusantara,-President%20Joko%20Widodo",Nusantara,,,,,,,,,,
225,TEST,How many federal crimes has the current President of the United States been convicted of?,,,,before 2022,occasionally,FALSE,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/Joe_Biden#:~:text=Biden%20(disambiguation).-,Joe%20Biden,-Official%20portrait%2C%202021","Joe Biden, the current President of the United States, hasn't been convicted of any federal crimes.",0,zero,none,,,,,,,
226,TEST,What is the total height of the tallest building in the world?,,,,before 2022,occasionally,FALSE,multi-hop,slow-changing,https://en.wikipedia.org/wiki/Burj_Khalifa#:~:text=With%20a%20total%20height%20of%20829.8%20m%20(2%2C722%C2%A0ft%2C%20or%20just%20over%20half%20a%20mile),829.8 m,"2,722 ft",,,,,,,,,
227,TEST,Who is the vice-chancellor of the largest university by enrollment in the world?,,,,before 2022,occasionally,FALSE,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_largest_universities_and_university_networks_by_enrollment#:~:text=1,Gandhi%20National%20Open%20University
https://en.wikipedia.org/wiki/Indira_Gandhi_National_Open_University#:~:text=Vice%2DChancellor-,Nageshwar%20Rao,-%5B1%5D",Nageshwar Rao,Prof. Nageshwar Rao,Professor Nageshwar Rao,Prof. Nageshwar Rao,,,,,,,
228,TEST,What is the seating capacity of the largest stadium by capacity in the world?,,,,before 2022,occasionally,FALSE,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_stadiums_by_capacity#Capacity_of_100,000_or_more:~:text=Stadium%5B1%5D-,132%2C000,-%5B2%5D%5B3","132,000",132K,,,,,,,,,
229,TEST,The UN Secretary general is from which country?,,,,before 2022,occasionally,FALSE,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/Secretary-General_of_the_United_Nations#List_of_secretaries-general:~:text=9-,Ant%C3%B3nio%20Guterres,Portugal,-Western%20European%20and",Portugal,,,,,,,,,,
230,TEST,Which actress' husband is a partial owner of Mint Mobile?,,,,before 2022,occasionally,FALSE,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/Blake_Lively#:~:text=Spouse,Ryan%20Reynolds
https://en.wikipedia.org/wiki/Ryan_Reynolds#Business_ventures:~:text=As%20a%20businessman%2C%20he%20holds%20an%20ownership%20stake%20in%20Mint%20Mobile",Blake Lively,Blake Ellender Lively,,,,,,,,,
231,TEST,Which country has President Joe Biden visited the most during his presidency so far?,,,,before 2022,occasionally,FALSE,multi-hop,slow-changing,https://en.wikipedia.org/wiki/List_of_international_presidential_trips_made_by_Joe_Biden#:~:text=Seven%3A%20United%20Kingdom,United Kingdom,,,,,,,,,,
232,TEST,Who is the spouse of the President of the United States?,,,,before 2022,01/20/2025,FALSE,multi-hop,slow-changing,https://en.wikipedia.org/wiki/First_Lady_of_the_United_States#:~:text=Jill%20Biden%20is%20the%20current%20first%20lady%20of%20the%20United%20States%2C%20as%20wife%20of%20the%2046th%20and%20current%20president%20of%20the%20United%20States%2C%20Joe%20Biden.,Jill Biden,Dr. Jill Biden,Jill Tracy Jacobs Biden,,,,,,,,
233,TEST,How many presidents of the United States have lost reelection?,,,,before 2022,11/05/2024,FALSE,multi-hop,slow-changing,https://en.wikipedia.org/wiki/List_of_presidents_who_did_not_win_reelection,10,ten,,,,,,,,,
234,TEST,Do Tesla and X Corp. have the same CEO?,,,,2023,occasionally,FALSE,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/Tesla,_Inc.#:~:text=Key%20people-,Elon%20Musk%20(CEO),-Robyn%20Denholm%20(chair
https://en.wikipedia.org/wiki/X_Corp.#:~:text=Linda%20Yaccarino%20(CEO)",No,,,,,,,,,,
235,TEST,How many presidents has Peru had in the last 5 years?,,,,2023,occasionally,FALSE,multi-hop,slow-changing,https://en.wikipedia.org/wiki/List_of_presidents_of_Peru#Presidents,5,five,,,,,,,,,
236,TEST,In what city was the person currently acting as the U.S. speaker of house born?,,,,2023,occasionally,FALSE,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_speakers_of_the_United_States_House_of_Representatives#cite_note-15:~:text=October%2025%2C%202023,Mike%20Johnson
https://en.wikipedia.org/wiki/Mike_Johnson_(Louisiana_politician)#:~:text=Johnson%20was%20born%20in%20Shreveport%2C%20Louisiana","Shreveport, Louisiana",Shreveport,,,,,,,,,
237,TEST,In what country was the current World's Strongest Man born?,,,,2023,occasionally,FALSE,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/World%27s_Strongest_Man#Championship_breakdow:~:text=Sacramento%2C%20California-,2023,Mitchell%20Hooper,-Tom%20Stoltman
https://en.wikipedia.org/wiki/Mitchell_Hooper#:~:text=Midhurst%2C%20Ontario%2C-,Canada,-Height",Canada,,,,,,,,,,
238,TEST,How many times has The Pokémon World Championships been held in Asia?,,,,2023,2025,FALSE,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/Pok%C3%A9mon_World_Championships#World_Championship_locations:~:text=%5B29%5D-,2023,%C2%A0Japan,-Pok%C3%A9mon%20Scarlet%20and",one,,,,,,,,,,
239,TEST,Which was the first country to detect a case of mpox in the most recent outbreak?,,,,2022,occasionally,FALSE,multi-hop,slow-changing,https://en.wikipedia.org/wiki/2022%E2%80%932023_mpox_outbreak#:~:text=The%20initial%20cluster%20of%20cases%20was%20found%20in%20the%20United%20Kingdom,United Kingdom,UK,,,,,,,,,
240,TEST,How many public health emergency of international concern declarations have been made by WHO in the last 5 years?,,,,2022,occasionally,FALSE,multi-hop,slow-changing,https://en.wikipedia.org/wiki/Public_health_emergency_of_international_concern#Declarations,3,three,,,,,,,,,
241,TEST,Who has the most liked post on Instagram?,,,,2022,occasionally,FALSE,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_most-liked_Instagram_posts#Top_20_posts:~:text=(UTC)-,1,Lionel%20Messi,-Photos%20of%20Lionel",Lionel Messi,,,,,,,,,,
242,TEST,When was the most recent eruption of the world's largest active volcano?,,,,2022,occasionally,FALSE,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/Mauna_Loa#Eruptive_history:~:text=Last%20eruption,December%2013%2C%202022","November 27, 2022 - December 13, 2022",27-Nov-22,13-Dec-22,2022,,,,,,,
243,TEST,How many active players have won at least five ATP Finals singles titles?,,,,2022,occasionally,FALSE,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/ATP_Finals#Singles_3:~:text=Titles-,7,Novak%20Djokovic,-6",1,one,,,,,,,,,
244,TEST,Who directed the most films in the top 15 highest-grossing films of all time?,,,,2022,occasionally,FALSE,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_highest-grossing_films#:~:text=the%20world.-,Highest%2Dgrossing%20films,-%5B12%5D",James Cameron,,,,,,,,,,
245,TEST,Who bought the most expensive 20th century artwork sold in a public sale?,,,,2022,occasionally,FALSE,multi-hop,slow-changing,https://en.wikipedia.org/wiki/Shot_Marilyns#:~:text=It%20also%20set%20the%20mark%20for%20the%20most%20expensive%20work%20of%2020th%20century%20art%20sold%20in%20a%20public%20sale.%5B16%5D%5B17%5D%20The%20purchaser%20was%20the%20American%20art%20dealer%20Larry%20Gagosian.,Larry Gagosian,Larry Gagosian bought Andy Warhol's silk-screen painting Sage Blue Shot Marilyn (1964) at Christie's in New York City for $195.04 million,,,,,,,,,
246,TEST,"How many publicly traded American companies have, at any point, had a market capitalization in excess of $3 trillion?",,,,2022,occasionally,FALSE,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_public_corporations_by_market_capitalization#:~:text=Apple,3%20January%202022",one,,,,,,,,,,
247,TEST,How many flights of the Space Launch System have been successfully launched?,,,,2022,11/2024,FALSE,multi-hop,slow-changing,https://en.wikipedia.org/wiki/Space_Launch_System#Launches,1,one,,,,,,,,,
248,TEST,What is the best ever result by an African team at a FIFA World Cup?,,,,2022,2026,FALSE,multi-hop,slow-changing,"https://en.wikipedia.org/wiki/African_nations_at_the_FIFA_World_Cup#:~:text=2018%2C%202022-,4th,-Nigeria",fourth-place,one of the four semi-finalists,semi-final,,,,,,,,
249,TEST,What was the first animal to orbit the Earth?,,,,before 2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Laika#:~:text=the%20first%20to%20orbit%20the%20Earth,Laika,,,,,,,,,,
250,TEST,What is the largest model size of GPT-3?,,,,before 2022,N/A,FALSE,one-hop,never-changing,https://arxiv.org/pdf/2005.14165.pdf#page=8,175 billion parameters,175B parameters,175 billion,175B,,,,,,,
251,TEST,Which country has a red flag with one yellow star?,,,,before 2022,N/A,FALSE,one-hop,never-changing,"https://en.wikipedia.org/wiki/Flag_of_Vietnam#:~:text=sao%20v%C3%A0ng%20(%22-,red%20flag%20with%20a%20golden%20star,-%22)%0AC%E1%BB%9D%20T%E1%BB%95",Vietnam,,,,,,,,,,
252,TEST,What city was connected with the earliest cases of COVID-19?,,,,before 2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/COVID-19#:~:text=The%20first%20known%20case%20was%20identified%20in%20Wuhan%2C%20China,Wuhan,"Wuhan, China",Huanan Seafood Wholesale Market,Huanan Market,China,,,,,,
253,TEST,What country has the most similar flag to that of Romania?,,,,before 2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Flag_of_Romania#:~:text=The%20similarity%20with%20Chad%27s%20flag%2C%20which%20is%20identical%20apart%20from%20allowing%20a%20broader%20range%20of%20shades%20of%20blue%2C%20yellow%20and%20red%2C%20has%20caused%20international%20discussion.,Chad,Republic of Chad,,,,,,,,,
254,TEST,What state is known as the Aloha State?,,,,before 2022,N/A,FALSE,one-hop,never-changing,"https://en.wikipedia.org/wiki/Hawaii#:~:text=Nickname(s)%3A-,The%20Aloha%20State,-(official)%2C%20Paradise%20of",Hawaii,Hawai'i,,,,,,,,,
255,TEST,In what year will Google celebrate its 30th birthday?,,,,before 2022,N/A,FALSE,one-hop,never-changing,"https://en.wikipedia.org/wiki/Google#:~:text=Founded-,September%C2%A04%2C%201998,-%3B%2025%20years%20ago",2028,4-Sep-28,4-Sep-28,4-Sep-28,4-Sep-28,09/4/2028,09-4-2028,4/09/2028,4-09-2028,2028/9/4,
256,TEST,Where did Jeff Dean get his Ph.D. from?,,,,before 2022,N/A,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Jeff_Dean#:~:text=He%20received%20a%20Ph.D.%20in%20computer%20science%20from%20the%20University%20of%20Washington%20in%201996,University of Washington,The University of Washington,UW,U. of Washington,,,,,,,
